"article_ID","herbivore_gr_ID_higher_diversity","herbivore_gr_ID_lower_diversity","contrast","change.long","change","herbivore_fgr_ID_higher_diversity","herbivore_fgr_ID_lower_diversity","contrast_f","change.long_f","change_f","study_ID","herbivore_gr_nr_high","herbivore_gr_nr_low","herbivore_fgr_nr_high","herbivore_fgr_nr_low","change.num","change.num.f"
"1","invertebrate_herbivores","invertebrate_herbivores","invertebrate_herbivores | invertebrate_herbivores","no_contrast","zero","inv","inv","inv | inv","no_contrast","zero","1_a",1,1,1,1,0,0
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_aa",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ab",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ac",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ad",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ae",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_af",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ag",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ah",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ai",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_aj",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ak",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_al",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_am",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_an",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ao",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ap",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_aq",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ar",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_as",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_at",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_au",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_av",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_aw",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ay",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_az",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ba",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bb",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bc",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bd",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_be",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bf",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bg",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bh",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bi",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bj",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bk",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bl",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bm",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bn",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bo",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bp",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bq",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_br",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bs",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bt",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bu",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bv",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bw",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bx",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_by",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_bz",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ca",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cb",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cc",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cd",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ce",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cf",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cg",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ch",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ci",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cj",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ck",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cl",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cm",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cn",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_co",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cp",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cq",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cs",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ct",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cu",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cv",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cw",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cx",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cy",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_cz",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_d",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_da",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_db",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dc",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dd",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_de",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_df",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dg",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dh",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_di",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dj",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dk",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dl",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dm",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dn",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_do",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dp",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dq",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dr",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ds",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dt",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_du",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dv",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dw",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dx",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dy",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_dz",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_e",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ea",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_eb",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ec",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ed",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_ee",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_f",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_g",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_h",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_i",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_j",1,0,2,0,1,2
"1103","small_herbivores","zero","small_herbivores | zero","small_herbivores","S","F2; F3","zero","F2; F3 | zero","F2_and_F3","F2_F3","1103_k",1,0,2,0,1,2
